Date,Symbol,Side,EntryPrice,SLPrice,Qty,PnL,GapPct,OpenBias,ExitReason,Duration
2024-08-09,HDFCBANK,BUY,830.70,827.83,40,-114.80,0.72,NEUTRAL,STOPLOSS,15min
2024-08-14,TCS,BUY,4278.55,4223.42,7,101.15,0.29,NEUTRAL,EOD_AUTO_EXIT,315min
2024-08-16,ITC,BUY,420.70,419.62,80,-86.31,0.40,NEUTRAL,STOPLOSS,35min
2024-08-19,ITC,BUY,430.60,429.05,78,-120.90,0.54,LONG,STOPLOSS,20min
2024-08-23,ITC,SELL,423.95,426.55,80,-208.00,0.00,NEUTRAL,STOPLOSS,65min
2024-08-23,TCS,SELL,4478.50,4487.23,7,29.10,-0.04,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,30min
2024-08-26,ICICIBANK,BUY,1209.75,1207.34,28,30.00,0.09,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,135min
2024-08-26,TCS,BUY,4546.00,4522.00,7,-167.99,0.48,LONG,STOPLOSS,55min
2024-08-28,ITC,SELL,422.45,424.08,80,-88.00,0.00,NEUTRAL,EOD_AUTO_EXIT,295min
2024-09-02,ITC,BUY,433.85,430.85,78,-234.00,0.00,LONG,STOPLOSS,115min
2024-09-02,TCS,SELL,4557.85,4568.59,7,83.66,0.29,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,80min
2024-09-03,ITC,BUY,436.85,434.05,77,-215.60,0.05,NEUTRAL,STOPLOSS,45min
2024-09-09,ITC,BUY,428.10,426.32,79,228.94,-0.05,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,200min
2024-09-18,HDFCBANK,BUY,839.60,837.81,40,135.80,0.20,LONG,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,40min
2024-09-19,ITC,BUY,433.75,432.52,78,101.34,0.64,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,50min
2024-09-20,HDFCBANK,BUY,861.00,857.79,39,256.80,0.59,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,120min
2024-09-20,ICICIBANK,BUY,1303.50,1297.82,26,249.92,0.19,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,110min
2024-09-23,HDFCBANK,BUY,878.60,875.43,38,56.00,0.68,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,300min
2024-10-07,ITC,BUY,434.80,433.25,78,-120.63,0.41,LONG,STOPLOSS,30min
2024-10-07,TCS,BUY,4283.15,4276.91,7,-43.70,0.52,NEUTRAL,STOPLOSS,5min
2024-10-08,HDFCBANK,BUY,821.50,817.16,41,207.16,0.34,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,265min
2024-10-09,HDFCBANK,BUY,827.80,822.61,41,-212.68,-0.10,NEUTRAL,STOPLOSS,10min
2024-10-11,ITC,SELL,415.00,416.70,81,64.80,0.00,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,295min
2024-10-14,ICICIBANK,BUY,1228.90,1225.88,27,114.55,-0.19,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,125min
2024-10-15,ITC,SELL,419.65,421.16,81,-122.58,0.26,NEUTRAL,STOPLOSS,50min
2024-10-18,ITC,SELL,406.65,408.52,83,-154.83,-0.11,NEUTRAL,STOPLOSS,15min
2024-10-22,ICICIBANK,BUY,1279.95,1271.73,26,-213.66,0.72,NEUTRAL,STOPLOSS,110min
2024-10-22,ITC,BUY,412.05,410.55,82,-123.00,0.11,NEUTRAL,STOPLOSS,5min
2024-10-25,TCS,BUY,4084.45,4070.05,8,-115.24,0.17,NEUTRAL,STOPLOSS,50min
2024-10-30,TCS,BUY,4101.80,4090.74,8,-88.48,-0.12,LONG,STOPLOSS,30min
2024-11-04,TCS,SELL,3948.25,3955.89,8,62.55,-0.42,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,20min
2024-11-11,HDFCBANK,BUY,882.60,879.49,38,235.80,0.15,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,50min
2024-11-11,TCS,BUY,4185.15,4161.95,8,270.51,-0.18,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,130min
2024-11-12,ICICIBANK,BUY,1293.85,1283.60,26,-266.50,0.59,NEUTRAL,STOPLOSS,35min
2024-11-14,ITC,SELL,397.75,398.93,85,152.22,-0.16,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,70min
2024-11-21,ITC,SELL,388.30,389.97,87,-145.03,-1.20,NEUTRAL,STOPLOSS,45min
2024-11-22,ITC,BUY,391.10,388.34,86,-237.04,-0.18,LONG,STOPLOSS,40min
2024-11-22,TCS,BUY,4126.00,4089.87,8,648.00,0.07,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,255min
2024-11-25,ITC,BUY,408.40,405.30,83,-257.30,1.06,NEUTRAL,STOPLOSS,15min
2024-11-28,ICICIBANK,BUY,1308.30,1303.80,25,-112.56,-0.07,NEUTRAL,STOPLOSS,20min
2024-12-04,TCS,BUY,4352.65,4328.64,7,62.50,0.20,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,140min
2024-12-05,ITC,SELL,393.95,395.73,86,-152.72,0.08,NEUTRAL,STOPLOSS,110min
2024-12-11,ICICIBANK,SELL,1316.05,1322.06,25,-150.24,-0.50,NEUTRAL,STOPLOSS,20min
2024-12-13,ITC,SELL,387.10,388.24,87,277.40,-0.19,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,30min
2024-12-17,HDFCBANK,SELL,921.10,926.23,36,-184.63,-0.30,NEUTRAL,STOPLOSS,45min
2024-12-17,TCS,SELL,4370.00,4399.27,7,256.40,-0.14,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,185min
2024-12-24,ITC,BUY,404.05,401.97,84,124.20,0.07,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_EOD,295min
2024-12-24,TCS,BUY,4206.05,4188.85,8,-137.58,0.03,LONG,STOPLOSS,100min
2024-12-26,TCS,SELL,4151.85,4172.14,8,-162.33,-0.06,NEUTRAL,STOPLOSS,100min
2024-12-27,ICICIBANK,BUY,1310.60,1305.65,25,-123.75,0.12,LONG,STOPLOSS,105min
2025-01-01,HDFCBANK,SELL,883.00,885.30,38,-87.57,0.08,NEUTRAL,STOPLOSS,30min
2025-01-01,ICICIBANK,SELL,1268.65,1274.67,26,-156.46,-0.14,NEUTRAL,STOPLOSS,20min
2025-01-02,HEROMOTOCO,BUY,4100.35,4072.75,8,302.96,0.40,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,155min
2025-01-02,MARUTI,BUY,11390.00,11297.40,2,200.00,0.89,NEUTRAL,STAGE1_0.5R+STAGE2_1R,15min
2025-01-03,HDFCBANK,SELL,885.40,890.62,38,219.36,-0.08,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,70min
2025-01-03,ICICIBANK,SELL,1276.10,1281.87,26,156.53,-0.37,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-01-06,ADANIENT,SELL,2444.30,2466.29,13,414.20,-0.17,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,140min
2025-01-06,ICICIBANK,BUY,1274.05,1269.34,26,-122.39,0.19,NEUTRAL,STOPLOSS,40min
2025-01-08,TATACONSUM,SELL,950.80,951.52,35,-25.15,0.00,NEUTRAL,STOPLOSS,5min
2025-01-09,ITC,BUY,442.70,440.41,76,352.10,-0.17,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,35min
2025-01-09,MARUTI,SELL,11721.60,11760.95,2,-78.70,0.27,NEUTRAL,STOPLOSS,5min
2025-01-10,HEROMOTOCO,SELL,4015.75,4037.24,8,70.20,-0.06,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,85min
2025-01-10,ITC,SELL,435.55,437.66,78,-164.80,-0.11,NEUTRAL,STOPLOSS,30min
2025-01-14,HDFCBANK,BUY,826.50,822.50,41,-164.00,0.49,NEUTRAL,STOPLOSS,25min
2025-01-15,ADANIENT,BUY,2335.80,2324.30,14,-161.00,0.71,NEUTRAL,STOPLOSS,15min
2025-01-17,HEROMOTOCO,BUY,4012.30,3982.54,8,-238.07,0.00,NEUTRAL,STOPLOSS,30min
2025-01-17,ICICIBANK,SELL,1226.10,1236.23,27,24.30,-0.77,NEUTRAL,EOD_AUTO_EXIT,315min
2025-01-20,ITC,SELL,427.90,429.17,79,-100.41,-0.14,NEUTRAL,STOPLOSS,35min
2025-01-21,TATACONSUM,BUY,974.10,969.46,34,-157.89,0.11,LONG,STOPLOSS,15min
2025-01-22,DRREDDY,BUY,1307.30,1296.39,26,-283.64,-0.06,LONG,STOPLOSS,85min
2025-01-22,TECHM,BUY,1628.20,1619.10,20,266.21,0.22,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-01-23,TATACONSUM,BUY,972.00,966.15,34,415.70,0.03,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,50min
2025-01-24,HEROMOTOCO,SELL,3978.50,4000.61,8,-176.92,0.25,NEUTRAL,STOPLOSS,115min
2025-01-28,HDFCBANK,BUY,835.00,828.65,40,124.20,1.04,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,285min
2025-01-28,TECHM,SELL,1610.50,1621.47,21,-230.34,0.30,NEUTRAL,STOPLOSS,45min
2025-01-29,MARUTI,BUY,12180.85,12146.45,2,-68.80,0.19,NEUTRAL,STOPLOSS,5min
2025-01-29,TECHM,BUY,1644.80,1635.12,20,-193.64,0.54,NEUTRAL,STOPLOSS,100min
2025-01-30,ADANIENT,BUY,2278.80,2258.71,14,-281.20,0.14,NEUTRAL,STOPLOSS,55min
2025-01-30,HEROMOTOCO,BUY,3999.40,3981.35,8,55.65,0.05,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,75min
2025-01-31,DRREDDY,BUY,1211.65,1203.49,28,106.40,0.50,NEUTRAL,EOD_AUTO_EXIT,325min
2025-01-31,HEROMOTOCO,BUY,4166.60,4122.20,8,540.67,0.07,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,150min
2025-02-01,ITC,SELL,434.85,438.28,78,-267.74,0.07,NEUTRAL,STOPLOSS,100min
2025-02-01,TECHM,SELL,1636.80,1640.09,20,-65.70,-0.07,NEUTRAL,STOPLOSS,70min
2025-02-04,ICICIBANK,BUY,1273.80,1266.94,26,-178.23,0.79,NEUTRAL,STOPLOSS,210min
2025-02-04,TATACONSUM,SELL,1027.15,1035.84,33,-286.72,0.29,NEUTRAL,STOPLOSS,315min
2025-02-06,DRREDDY,BUY,1248.25,1242.80,27,-147.09,0.41,NEUTRAL,STOPLOSS,40min
2025-02-07,ADANIENT,BUY,2260.80,2251.67,15,-137.01,0.15,LONG,STOPLOSS,5min
2025-02-07,HDFCBANK,BUY,879.70,876.90,38,-106.40,0.21,NEUTRAL,STOPLOSS,10min
2025-02-10,TATACONSUM,BUY,1032.65,1027.67,32,-159.33,-0.07,NEUTRAL,STOPLOSS,125min
2025-02-11,ADANIENT,BUY,2311.20,2284.13,14,-379.00,0.94,LONG,STOPLOSS,40min
2025-02-11,HEROMOTOCO,SELL,4053.85,4075.98,8,231.39,-0.12,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,105min
2025-02-12,ADANIENT,SELL,2229.10,2241.99,15,86.40,0.17,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,35min
2025-02-12,MARUTI,SELL,12618.10,12665.10,2,-93.99,-0.07,NEUTRAL,STOPLOSS,15min
2025-02-14,DRREDDY,SELL,1203.30,1212.40,28,320.58,0.06,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,210min
2025-02-14,ITC,BUY,405.60,403.98,83,-134.41,0.42,NEUTRAL,STOPLOSS,45min
2025-02-18,DRREDDY,SELL,1185.75,1195.58,28,-275.28,-0.04,NEUTRAL,STOPLOSS,195min
2025-02-18,MARUTI,BUY,12876.00,12820.83,2,-110.33,0.04,NEUTRAL,STOPLOSS,10min
2025-02-19,ITC,BUY,398.40,397.20,85,57.00,-0.04,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,65min
2025-02-21,HEROMOTOCO,SELL,3844.00,3881.45,8,-56.00,-0.25,NEUTRAL,EOD_AUTO_EXIT,315min
2025-02-21,ITC,SELL,392.05,392.94,86,-76.39,0.01,NEUTRAL,STOPLOSS,20min
2025-02-24,ICICIBANK,SELL,1212.10,1219.42,28,-204.83,-0.43,NEUTRAL,STOPLOSS,135min
2025-02-25,ADANIENT,BUY,2071.80,2063.70,16,-129.65,0.01,NEUTRAL,STOPLOSS,15min
2025-02-28,TCS,SELL,3501.55,3536.36,9,112.65,-0.64,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,130min
2025-03-04,MARUTI,SELL,11642.90,11660.02,2,-34.24,-1.06,NEUTRAL,STOPLOSS,15min
2025-03-05,ADANIENT,BUY,2127.60,2108.76,15,543.60,0.29,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,180min
2025-03-05,DRREDDY,BUY,1124.65,1121.65,30,-90.00,0.40,NEUTRAL,STOPLOSS,20min
2025-03-07,HEROMOTOCO,BUY,3719.90,3696.80,9,-207.86,0.16,NEUTRAL,STOPLOSS,10min
2025-03-07,TATACONSUM,BUY,964.35,960.62,35,-130.57,0.32,NEUTRAL,STOPLOSS,10min
2025-03-12,TECHM,SELL,1422.00,1436.72,23,465.77,-0.32,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,100min
2025-03-17,MARUTI,BUY,11673.95,11639.40,2,102.20,-0.05,LONG,STAGE1_0.5R+STAGE2_1R,10min
2025-03-18,TCS,BUY,3523.00,3506.35,9,163.10,0.07,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,60min
2025-03-19,TATACONSUM,BUY,951.70,949.01,35,42.75,-0.15,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-03-21,ADANIENT,BUY,2289.00,2279.44,14,-133.84,0.25,NEUTRAL,STOPLOSS,10min
2025-03-21,MARUTI,BUY,11858.05,11840.97,2,-34.15,0.15,LONG,STOPLOSS,5min
2025-03-25,ITC,BUY,405.10,403.01,83,-173.75,0.25,NEUTRAL,STOPLOSS,60min
2025-03-26,ADANIENT,BUY,2282.60,2258.20,14,-341.54,0.24,NEUTRAL,STOPLOSS,175min
2025-03-26,MARUTI,SELL,11746.80,11794.28,2,-94.96,-0.15,NEUTRAL,STOPLOSS,40min
2025-03-27,HDFCBANK,BUY,912.70,906.36,37,113.60,-0.17,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,295min
2025-03-28,HEROMOTOCO,BUY,3807.10,3769.91,8,-297.56,0.51,NEUTRAL,STOPLOSS,60min
2025-04-01,DRREDDY,BUY,1163.30,1149.70,29,-394.45,-0.07,NEUTRAL,STOPLOSS,250min
2025-04-01,TECHM,SELL,1366.70,1379.97,24,-112.80,-0.92,NEUTRAL,EOD_AUTO_EXIT,300min
2025-04-02,ICICIBANK,BUY,1335.35,1332.14,25,-80.22,0.30,LONG,STOPLOSS,30min
2025-04-02,TECHM,BUY,1398.20,1386.79,24,-273.89,0.05,LONG,STOPLOSS,15min
2025-04-04,ADANIENT,SELL,2274.30,2301.44,14,-379.98,-0.79,NEUTRAL,STOPLOSS,65min
2025-04-04,HDFCBANK,BUY,917.20,914.43,37,-102.32,1.13,LONG,STOPLOSS,10min
2025-04-09,ADANIENT,SELL,2156.60,2177.19,15,-308.81,-1.01,NEUTRAL,STOPLOSS,80min
2025-04-09,ITC,BUY,409.15,406.38,83,-229.51,-0.12,NEUTRAL,STOPLOSS,185min
2025-04-11,ADANIENT,BUY,2259.80,2243.96,15,-237.61,2.66,NEUTRAL,STOPLOSS,45min
2025-04-21,DRREDDY,BUY,1170.20,1163.96,29,-181.08,0.01,NEUTRAL,STOPLOSS,55min
2025-04-22,TATACONSUM,BUY,1133.80,1125.20,29,262.79,0.19,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,85min
2025-04-24,DRREDDY,BUY,1201.70,1193.16,28,-239.06,-0.28,LONG,STOPLOSS,180min
2025-04-24,HEROMOTOCO,BUY,3981.00,3956.70,8,-194.42,0.27,NEUTRAL,STOPLOSS,55min
2025-04-25,TATACONSUM,SELL,1153.00,1160.80,29,486.60,-0.06,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,80min
2025-04-28,ADANIENT,BUY,2307.80,2288.61,14,-268.64,0.00,NEUTRAL,STOPLOSS,245min
2025-04-28,DRREDDY,BUY,1202.00,1192.77,28,-258.56,0.45,LONG,STOPLOSS,230min
2025-04-29,ITC,SELL,417.30,418.39,81,-88.39,0.04,NEUTRAL,STOPLOSS,295min
2025-05-02,TATACONSUM,BUY,1170.80,1163.71,29,-205.58,-0.26,LONG,STOPLOSS,120min
2025-05-05,ADANIENT,BUY,2289.30,2259.49,14,903.00,0.94,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,110min
2025-05-05,HDFCBANK,BUY,974.60,971.50,34,-105.50,0.80,NEUTRAL,STOPLOSS,40min
2025-05-06,MARUTI,BUY,12495.00,12460.00,2,126.00,-0.09,NEUTRAL,STAGE1_0.5R+STAGE2_1R,60min
2025-05-06,TATACONSUM,BUY,1171.70,1165.90,29,-168.20,-0.16,NEUTRAL,STOPLOSS,70min
2025-05-12,HDFCBANK,BUY,976.70,969.37,34,47.60,1.20,LONG,EOD_AUTO_EXIT,330min
2025-05-12,TATACONSUM,BUY,1138.50,1131.12,29,264.33,1.08,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,75min
2025-05-13,ITC,SELL,422.40,424.16,80,-141.18,-0.23,NEUTRAL,STOPLOSS,90min
2025-05-14,TECHM,BUY,1565.80,1560.40,21,-113.40,0.69,NEUTRAL,STOPLOSS,130min
2025-05-16,MARUTI,BUY,13060.00,13008.64,2,-102.71,0.39,LONG,STOPLOSS,60min
2025-05-19,ITC,BUY,429.00,427.15,79,-146.15,-0.14,LONG,STOPLOSS,30min
2025-05-20,TATACONSUM,SELL,1140.30,1145.91,29,187.40,-0.09,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,270min
2025-05-21,DRREDDY,BUY,1252.30,1246.50,27,-156.57,0.16,LONG,STOPLOSS,5min
2025-05-21,HDFCBANK,BUY,968.60,965.08,35,57.00,0.49,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,75min
2025-05-22,ICICIBANK,SELL,1431.30,1436.37,23,-116.50,-0.30,NEUTRAL,STOPLOSS,255min
2025-05-23,HEROMOTOCO,BUY,4326.90,4312.91,7,-97.96,0.38,NEUTRAL,STOPLOSS,45min
2025-05-23,TECHM,BUY,1555.10,1551.41,21,244.80,0.19,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,15min
2025-05-26,DRREDDY,BUY,1244.20,1235.80,27,-226.80,0.07,LONG,STOPLOSS,340min
2025-05-26,HEROMOTOCO,BUY,4404.00,4374.50,7,-206.51,0.06,LONG,STOPLOSS,45min
2025-05-28,DRREDDY,BUY,1252.10,1247.93,27,-112.68,0.47,NEUTRAL,STOPLOSS,5min
2025-05-29,ITC,SELL,410.95,412.07,82,151.92,0.24,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,85min
2025-05-29,MARUTI,BUY,12386.00,12332.15,2,-107.70,0.20,NEUTRAL,STOPLOSS,75min
2025-05-30,ITC,SELL,408.65,409.76,83,-92.18,-0.06,NEUTRAL,STOPLOSS,160min
2025-06-03,HDFCBANK,BUY,975.40,970.39,34,-170.28,0.36,NEUTRAL,STOPLOSS,15min
2025-06-03,MARUTI,SELL,12176.00,12218.94,2,-85.88,0.00,NEUTRAL,STOPLOSS,15min
2025-06-04,TECHM,BUY,1533.00,1527.48,22,-121.43,0.00,LONG,STOPLOSS,95min
2025-06-05,ADANIENT,BUY,2440.20,2430.84,13,-121.64,0.32,NEUTRAL,STOPLOSS,205min
2025-06-05,ICICIBANK,BUY,1439.20,1435.83,23,84.82,-0.01,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,70min
2025-06-06,ADANIENT,BUY,2447.40,2436.70,13,154.45,0.28,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,30min
2025-06-06,ICICIBANK,SELL,1445.80,1446.88,23,-24.79,-0.53,NEUTRAL,STOPLOSS,15min
2025-06-10,TECHM,BUY,1578.20,1571.43,21,137.47,0.06,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,40min
2025-06-13,DRREDDY,BUY,1361.10,1357.23,24,-92.91,-0.10,NEUTRAL,STOPLOSS,75min
2025-06-16,ADANIENT,SELL,2395.20,2416.19,14,-293.80,-0.24,NEUTRAL,STOPLOSS,20min
2025-06-16,HDFCBANK,BUY,965.00,963.73,35,21.00,0.23,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,25min
2025-06-17,MARUTI,BUY,12567.00,12518.05,2,-97.90,-0.05,NEUTRAL,STOPLOSS,165min
2025-06-18,MARUTI,BUY,12815.00,12722.90,2,-184.19,0.04,NEUTRAL,STOPLOSS,170min
2025-06-19,HDFCBANK,BUY,971.50,968.15,34,-113.80,0.08,NEUTRAL,STOPLOSS,70min
2025-06-19,TATACONSUM,BUY,1073.80,1069.08,31,352.80,0.15,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,40min
2025-06-20,ADANIENT,BUY,2372.30,2357.52,14,36.40,0.58,LONG,EOD_AUTO_EXIT,310min
2025-06-20,ITC,BUY,410.00,408.79,82,-106.60,0.09,LONG,EOD_AUTO_EXIT,315min
2025-06-23,ICICIBANK,SELL,1412.90,1416.63,24,-89.51,-0.66,NEUTRAL,STOPLOSS,60min
2025-06-24,ADANIENT,BUY,2454.20,2440.22,13,-181.71,1.54,LONG,STOPLOSS,210min
2025-06-24,DRREDDY,BUY,1335.80,1329.01,25,253.79,-0.20,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,150min
2025-06-25,TATACONSUM,BUY,1127.30,1122.51,30,62.40,-0.25,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,35min
2025-06-26,ICICIBANK,BUY,1432.50,1429.25,23,-74.69,0.02,NEUTRAL,STOPLOSS,25min
2025-06-26,ITC,BUY,409.55,408.75,83,-66.22,0.23,NEUTRAL,STOPLOSS,50min
2025-06-27,ADANIENT,BUY,2533.30,2524.66,13,52.00,0.30,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,30min
2025-06-27,HEROMOTOCO,BUY,4320.30,4302.80,7,37.40,0.42,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,315min
2025-06-30,TECHM,SELL,1638.10,1644.78,20,-133.67,-0.02,NEUTRAL,STOPLOSS,115min
2025-07-01,TCS,BUY,3478.60,3469.17,9,-84.83,-0.14,LONG,STOPLOSS,5min
2025-07-03,ICICIBANK,BUY,1444.10,1438.04,23,-139.41,0.34,LONG,STOPLOSS,30min
2025-07-03,MARUTI,BUY,12755.00,12691.55,2,-10.00,0.12,NEUTRAL,EOD_AUTO_EXIT,330min
2025-07-04,HEROMOTOCO,BUY,4356.20,4328.87,7,-191.33,0.16,NEUTRAL,STOPLOSS,245min
2025-07-04,MARUTI,SELL,12618.00,12665.00,2,-44.00,-0.27,NEUTRAL,EOD_AUTO_EXIT,300min
2025-07-07,DRREDDY,SELL,1299.00,1305.80,26,-176.75,-0.29,NEUTRAL,STOPLOSS,20min
2025-07-07,HEROMOTOCO,BUY,4355.00,4344.43,7,-73.99,0.05,NEUTRAL,STOPLOSS,10min
2025-07-08,ICICIBANK,BUY,1443.00,1437.01,23,0.00,-0.27,NEUTRAL,EOD_AUTO_EXIT,300min
2025-07-11,MARUTI,SELL,12585.00,12623.00,2,-76.00,-0.03,NEUTRAL,STOPLOSS,15min
2025-07-15,HEROMOTOCO,BUY,4349.00,4321.12,7,413.10,0.73,LONG,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,65min
2025-07-15,TATACONSUM,SELL,1069.70,1073.00,31,-102.30,0.07,NEUTRAL,STOPLOSS,10min
2025-07-16,HEROMOTOCO,SELL,4392.80,4421.84,7,-203.25,-0.13,NEUTRAL,STOPLOSS,250min
2025-07-16,TATACONSUM,SELL,1071.80,1076.15,31,-134.98,-0.08,NEUTRAL,STOPLOSS,75min
2025-07-18,TATACONSUM,SELL,1100.30,1104.26,30,-118.92,0.09,NEUTRAL,STOPLOSS,45min
2025-07-21,MARUTI,SELL,12347.00,12399.10,2,-104.19,0.06,NEUTRAL,STOPLOSS,20min
2025-07-22,ICICIBANK,BUY,1481.20,1475.80,22,-118.70,0.66,NEUTRAL,STOPLOSS,15min
2025-07-25,HEROMOTOCO,SELL,4250.70,4265.70,7,295.70,-0.53,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,30min
2025-07-28,HDFCBANK,BUY,1008.80,1005.78,33,-99.75,-0.10,LONG,STOPLOSS,160min
2025-07-28,HEROMOTOCO,BUY,4278.40,4261.20,7,38.40,-0.14,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,40min
2025-07-29,DRREDDY,BUY,1293.60,1288.47,26,-133.34,0.00,NEUTRAL,STOPLOSS,5min
2025-07-29,HEROMOTOCO,BUY,4320.20,4303.10,7,-119.70,-0.05,NEUTRAL,STOPLOSS,50min
2025-07-30,ADANIENT,SELL,2457.20,2465.52,13,-108.19,0.06,NEUTRAL,STOPLOSS,5min
2025-07-30,HEROMOTOCO,SELL,4270.90,4305.16,7,190.50,-0.46,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_EOD,290min
2025-07-31,ADANIENT,SELL,2406.00,2421.55,14,-217.67,-0.68,NEUTRAL,STOPLOSS,60min
2025-08-01,HDFCBANK,BUY,1012.70,1008.70,33,-131.95,-0.20,LONG,STOPLOSS,45min
2025-08-01,ITC,BUY,407.50,406.25,83,117.22,0.17,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,55min
2025-08-06,ADANIENT,SELL,2251.10,2261.84,15,219.30,0.04,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,95min
2025-08-08,ADANIENT,SELL,2159.20,2178.77,15,457.18,0.05,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-08-08,TATACONSUM,SELL,1045.90,1050.21,32,-137.89,-0.02,NEUTRAL,STOPLOSS,55min
2025-08-11,HEROMOTOCO,SELL,4559.40,4590.13,7,-39.20,0.07,NEUTRAL,EOD_AUTO_EXIT,345min
2025-08-11,ITC,BUY,407.45,406.96,83,-40.76,0.09,NEUTRAL,STOPLOSS,20min
2025-08-12,HEROMOTOCO,BUY,4630.10,4612.12,7,151.28,0.53,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-08-12,ITC,BUY,410.25,409.85,82,-32.80,0.00,LONG,STOPLOSS,5min
2025-08-13,DRREDDY,BUY,1230.00,1226.65,27,110.18,0.13,LONG,STAGE1_0.5R+STAGE2_1R+STOPLOSS,90min
2025-08-13,HEROMOTOCO,BUY,4708.60,4695.26,7,242.30,0.52,NEUTRAL,STAGE1_0.5R+STAGE2_1R+STAGE3_2R,75min
2025-08-14,MARUTI,BUY,12934.00,12884.97,2,-98.07,0.19,NEUTRAL,STOPLOSS,25min
